"Notes"	"County of Residence"	"County of Residence Code"	"Mother's Single Race 6"	"Mother's Single Race 6 Code"	"Mother's Pre-pregnancy BMI"	"Mother's Pre-pregnancy BMI Code"	"Pre-pregnancy Diabetes"	"Pre-pregnancy Diabetes Code"	"Pre-pregnancy Hypertension"	"Pre-pregnancy Hypertension Code"	Births	Average Age of Mother (years)	Average Birth Weight (grams)	Average Number of Prenatal Visits
	"Unidentified Counties, KY"	"21999"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	305	27.07	3245.35	10.67
	"Unidentified Counties, KY"	"21999"	"White"	"2106-3"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	168	26.58	3336.92	10.96
	"Unidentified Counties, KY"	"21999"	"White"	"2106-3"	"Obesity I 30.0-34.9"	"4"	"No"	"2"	"No"	"2"	120	27.87	3316.65	11.77
	"Unidentified Counties, KY"	"21999"	"White"	"2106-3"	"Obesity II 35.0-39.9"	"5"	"No"	"2"	"No"	"2"	60	27.38	3111.12	11.03
	"Unidentified Counties, KY"	"21999"	"White"	"2106-3"	"Extreme Obesity III > 39.9"	"6"	"No"	"2"	"Yes"	"1"	15	29.80	2866.00	12.53
	"Unidentified Counties, KY"	"21999"	"White"	"2106-3"	"Extreme Obesity III > 39.9"	"6"	"No"	"2"	"No"	"2"	36	28.67	2996.36	11.11
	"Ascension Parish, LA"	"22005"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	17	28.47	3435.06	11.47
	"Ascension Parish, LA"	"22005"	"White"	"2106-3"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	16	30.38	3621.69	12.33
	"East Baton Rouge Parish, LA"	"22033"	"Asian"	"A"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	20	31.15	3136.90	10.35
	"East Baton Rouge Parish, LA"	"22033"	"Black or African American"	"2054-5"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	39	23.77	2918.41	9.74
	"East Baton Rouge Parish, LA"	"22033"	"Black or African American"	"2054-5"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	36	27.14	2959.26	9.69
	"East Baton Rouge Parish, LA"	"22033"	"Black or African American"	"2054-5"	"Obesity I 30.0-34.9"	"4"	"No"	"2"	"No"	"2"	23	29.43	3034.48	8.65
	"East Baton Rouge Parish, LA"	"22033"	"Black or African American"	"2054-5"	"Extreme Obesity III > 39.9"	"6"	"No"	"2"	"No"	"2"	11	30.91	2909.27	7.64
	"East Baton Rouge Parish, LA"	"22033"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	59	29.31	3256.73	10.54
	"East Baton Rouge Parish, LA"	"22033"	"White"	"2106-3"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	22	30.32	3488.23	12.00
	"Jefferson Parish, LA"	"22051"	"Asian"	"A"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	12	33.25	2895.00	19.00
	"Jefferson Parish, LA"	"22051"	"Black or African American"	"2054-5"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	26	25.65	2710.04	11.72
	"Jefferson Parish, LA"	"22051"	"Black or African American"	"2054-5"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	11	29.91	3199.09	14.55
	"Jefferson Parish, LA"	"22051"	"Black or African American"	"2054-5"	"Obesity I 30.0-34.9"	"4"	"No"	"2"	"No"	"2"	11	30.36	2956.82	9.00
	"Jefferson Parish, LA"	"22051"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	52	29.33	3386.58	13.12
	"Jefferson Parish, LA"	"22051"	"White"	"2106-3"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	40	31.10	3315.30	11.82
	"Jefferson Parish, LA"	"22051"	"White"	"2106-3"	"Obesity I 30.0-34.9"	"4"	"No"	"2"	"No"	"2"	27	28.67	3433.11	12.33
	"Livingston Parish, LA"	"22063"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	23	27.91	3080.00	10.35
	"Livingston Parish, LA"	"22063"	"White"	"2106-3"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	12	27.67	3122.75	8.08
	"Orleans Parish, LA"	"22071"	"Black or African American"	"2054-5"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	32	27.66	2842.59	11.70
	"Orleans Parish, LA"	"22071"	"Black or African American"	"2054-5"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	22	28.36	2723.18	11.23
	"Orleans Parish, LA"	"22071"	"Black or African American"	"2054-5"	"Obesity I 30.0-34.9"	"4"	"No"	"2"	"No"	"2"	15	29.87	2885.80	9.20
	"Orleans Parish, LA"	"22071"	"Black or African American"	"2054-5"	"Extreme Obesity III > 39.9"	"6"	"No"	"2"	"No"	"2"	10	28.70	2862.00	13.90
	"Orleans Parish, LA"	"22071"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	53	32.75	3381.60	12.58
	"Orleans Parish, LA"	"22071"	"White"	"2106-3"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	14	34.36	3199.14	12.57
	"St. Tammany Parish, LA"	"22103"	"White"	"2106-3"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	12	30.58	2880.33	12.67
	"Unidentified Counties, LA"	"22999"	"Black or African American"	"2054-5"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	48	24.75	2667.50	10.30
	"Unidentified Counties, LA"	"22999"	"Black or African American"	"2054-5"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	22	23.14	3213.91	9.77
	"Unidentified Counties, LA"	"22999"	"Black or African American"	"2054-5"	"Obesity I 30.0-34.9"	"4"	"No"	"2"	"No"	"2"	24	28.17	2856.04	11.45
	"Unidentified Counties, LA"	"22999"	"Black or African American"	"2054-5"	"Obesity II 35.0-39.9"	"5"	"No"	"2"	"No"	"2"	21	28.76	2588.70	9.10
	"Unidentified Counties, LA"	"22999"	"White"	"2106-3"	"Underweight <18.5"	"1"	"No"	"2"	"No"	"2"	13	24.69	2969.85	9.46
	"Unidentified Counties, LA"	"22999"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	110	26.35	3318.96	11.33
	"Unidentified Counties, LA"	"22999"	"White"	"2106-3"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	54	27.85	3031.09	10.22
	"Unidentified Counties, LA"	"22999"	"White"	"2106-3"	"Obesity I 30.0-34.9"	"4"	"No"	"2"	"No"	"2"	23	26.91	2789.83	9.04
	"Unidentified Counties, LA"	"22999"	"White"	"2106-3"	"Obesity II 35.0-39.9"	"5"	"No"	"2"	"No"	"2"	13	27.38	3128.69	8.85
	"Cumberland County, ME"	"23005"	"Asian"	"A"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	18	31.11	3378.00	11.72
	"Cumberland County, ME"	"23005"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	93	31.75	3499.81	12.34
	"Cumberland County, ME"	"23005"	"White"	"2106-3"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	51	30.75	3580.53	12.43
	"Cumberland County, ME"	"23005"	"White"	"2106-3"	"Obesity I 30.0-34.9"	"4"	"No"	"2"	"No"	"2"	20	30.70	3567.50	11.75
	"Cumberland County, ME"	"23005"	"White"	"2106-3"	"Unknown or Not Stated"	"9"	"No"	"2"	"No"	"2"	16	31.06	3342.50	10.57
	"York County, ME"	"23031"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	36	31.11	3291.03	13.17
	"York County, ME"	"23031"	"White"	"2106-3"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	27	30.26	3333.69	11.37
	"York County, ME"	"23031"	"White"	"2106-3"	"Obesity I 30.0-34.9"	"4"	"No"	"2"	"No"	"2"	12	28.33	3369.92	11.92
	"Unidentified Counties, ME"	"23999"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	38	27.76	3448.00	11.42
	"Unidentified Counties, ME"	"23999"	"White"	"2106-3"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	29	28.14	3528.90	12.36
	"Unidentified Counties, ME"	"23999"	"White"	"2106-3"	"Obesity I 30.0-34.9"	"4"	"No"	"2"	"No"	"2"	20	29.45	3446.15	13.25
	"Anne Arundel County, MD"	"24003"	"Asian"	"A"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	14	31.57	3404.50	10.46
	"Anne Arundel County, MD"	"24003"	"Black or African American"	"2054-5"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	12	28.25	2938.75	10.27
	"Anne Arundel County, MD"	"24003"	"Black or African American"	"2054-5"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	16	31.19	3285.56	9.81
	"Anne Arundel County, MD"	"24003"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	38	30.42	3183.34	10.03
	"Anne Arundel County, MD"	"24003"	"White"	"2106-3"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	27	31.19	3408.33	12.24
	"Anne Arundel County, MD"	"24003"	"White"	"2106-3"	"Obesity I 30.0-34.9"	"4"	"No"	"2"	"No"	"2"	10	30.30	3613.00	14.00
	"Baltimore County, MD"	"24005"	"Asian"	"A"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	39	31.51	3028.72	10.97
	"Baltimore County, MD"	"24005"	"Asian"	"A"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	10	29.60	3331.00	12.00
	"Baltimore County, MD"	"24005"	"Black or African American"	"2054-5"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	30	25.77	3199.97	10.83
	"Baltimore County, MD"	"24005"	"Black or African American"	"2054-5"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	28	29.75	3391.86	12.18
	"Baltimore County, MD"	"24005"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	71	30.70	3375.68	11.07
	"Baltimore County, MD"	"24005"	"White"	"2106-3"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	32	30.19	3506.81	11.45
	"Baltimore County, MD"	"24005"	"White"	"2106-3"	"Obesity I 30.0-34.9"	"4"	"No"	"2"	"No"	"2"	22	29.41	3410.23	10.50
	"Carroll County, MD"	"24013"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	27	31.37	3542.22	11.44
	"Carroll County, MD"	"24013"	"White"	"2106-3"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	23	32.00	3350.91	9.74
	"Cecil County, MD"	"24015"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	12	25.42	3291.50	11.50
	"Frederick County, MD"	"24021"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	26	31.08	3551.77	11.27
	"Frederick County, MD"	"24021"	"White"	"2106-3"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	11	30.82	3127.27	8.55
	"Harford County, MD"	"24025"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	24	29.29	3672.00	12.42
	"Harford County, MD"	"24025"	"White"	"2106-3"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	13	30.77	3620.77	12.38
	"Howard County, MD"	"24027"	"Asian"	"A"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	41	31.32	3333.05	11.07
	"Howard County, MD"	"24027"	"Asian"	"A"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	11	31.91	3384.18	13.22
	"Howard County, MD"	"24027"	"Black or African American"	"2054-5"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	12	33.17	2821.67	9.80
	"Howard County, MD"	"24027"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	48	31.23	3397.88	11.96
	"Howard County, MD"	"24027"	"White"	"2106-3"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	10	33.00	3465.00	13.30
	"Montgomery County, MD"	"24031"	"Asian"	"A"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	34	33.12	3232.85	11.42
	"Montgomery County, MD"	"24031"	"Asian"	"A"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	10	31.20	3372.40	12.22
	"Montgomery County, MD"	"24031"	"Black or African American"	"2054-5"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	23	32.00	2983.87	10.74
	"Montgomery County, MD"	"24031"	"Black or African American"	"2054-5"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	31	31.84	3166.13	10.79
	"Montgomery County, MD"	"24031"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	83	33.04	3138.90	11.10
	"Montgomery County, MD"	"24031"	"White"	"2106-3"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	35	32.29	3325.06	10.48
	"Montgomery County, MD"	"24031"	"White"	"2106-3"	"Obesity I 30.0-34.9"	"4"	"No"	"2"	"No"	"2"	19	30.21	3405.79	10.75
	"Montgomery County, MD"	"24031"	"White"	"2106-3"	"Obesity II 35.0-39.9"	"5"	"No"	"2"	"No"	"2"	10	29.60	3584.80	11.00
	"Prince George's County, MD"	"24033"	"Black or African American"	"2054-5"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	35	28.37	3024.69	10.61
	"Prince George's County, MD"	"24033"	"Black or African American"	"2054-5"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	50	32.36	3200.98	9.40
	"Prince George's County, MD"	"24033"	"Black or African American"	"2054-5"	"Obesity I 30.0-34.9"	"4"	"No"	"2"	"No"	"2"	13	34.00	2836.85	10.38
	"Prince George's County, MD"	"24033"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	40	28.32	3317.88	9.54
	"Prince George's County, MD"	"24033"	"White"	"2106-3"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	38	30.50	3202.89	8.51
	"Prince George's County, MD"	"24033"	"White"	"2106-3"	"Obesity I 30.0-34.9"	"4"	"No"	"2"	"No"	"2"	13	31.08	3386.77	8.90
	"St. Mary's County, MD"	"24037"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	10	32.40	3508.50	11.50
	"Washington County, MD"	"24043"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	16	29.50	2951.19	9.62
	"Baltimore city, MD"	"24510"	"Asian"	"A"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	24	32.25	3384.38	12.39
	"Baltimore city, MD"	"24510"	"Black or African American"	"2054-5"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	41	26.37	2687.15	7.54
	"Baltimore city, MD"	"24510"	"Black or African American"	"2054-5"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	31	27.61	3229.16	9.66
	"Baltimore city, MD"	"24510"	"Black or African American"	"2054-5"	"Obesity I 30.0-34.9"	"4"	"No"	"2"	"No"	"2"	23	30.70	2945.57	10.18
	"Baltimore city, MD"	"24510"	"Black or African American"	"2054-5"	"Obesity II 35.0-39.9"	"5"	"No"	"2"	"No"	"2"	12	30.33	2762.50	8.78
	"Baltimore city, MD"	"24510"	"Black or African American"	"2054-5"	"Extreme Obesity III > 39.9"	"6"	"No"	"2"	"No"	"2"	12	28.75	3247.50	6.58
	"Baltimore city, MD"	"24510"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	74	30.73	3313.15	10.71
	"Baltimore city, MD"	"24510"	"White"	"2106-3"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	23	30.35	3309.35	10.26
	"Unidentified Counties, MD"	"24999"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	40	27.52	3238.43	10.55
	"Unidentified Counties, MD"	"24999"	"White"	"2106-3"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	30	28.70	3320.50	10.87
	"Unidentified Counties, MD"	"24999"	"White"	"2106-3"	"Obesity I 30.0-34.9"	"4"	"No"	"2"	"No"	"2"	21	26.29	3287.43	10.76
	"Unidentified Counties, MD"	"24999"	"White"	"2106-3"	"Extreme Obesity III > 39.9"	"6"	"No"	"2"	"No"	"2"	10	30.20	3248.70	10.80
	"Berkshire County, MA"	"25003"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	14	31.93	3442.07	12.86
	"Bristol County, MA"	"25005"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	39	30.08	3520.13	11.90
	"Bristol County, MA"	"25005"	"White"	"2106-3"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	27	31.59	3269.70	11.12
	"Bristol County, MA"	"25005"	"White"	"2106-3"	"Obesity I 30.0-34.9"	"4"	"No"	"2"	"No"	"2"	14	30.57	3382.64	12.50
	"Essex County, MA"	"25009"	"Black or African American"	"2054-5"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	11	29.64	2909.89	8.27
	"Essex County, MA"	"25009"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	84	31.25	3349.07	10.98
	"Essex County, MA"	"25009"	"White"	"2106-3"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	60	29.92	3340.33	10.53
	"Essex County, MA"	"25009"	"White"	"2106-3"	"Obesity I 30.0-34.9"	"4"	"No"	"2"	"No"	"2"	19	32.84	3293.78	9.84
	"Essex County, MA"	"25009"	"White"	"2106-3"	"Obesity II 35.0-39.9"	"5"	"No"	"2"	"No"	"2"	12	31.00	3095.08	10.08
	"Hampden County, MA"	"25013"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	57	28.77	3289.86	10.30
	"Hampden County, MA"	"25013"	"White"	"2106-3"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	53	27.40	3391.79	11.09
	"Hampden County, MA"	"25013"	"White"	"2106-3"	"Obesity I 30.0-34.9"	"4"	"No"	"2"	"No"	"2"	30	27.23	3309.23	9.86
	"Hampshire County, MA"	"25015"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	13	34.92	3150.00	10.38
	"Middlesex County, MA"	"25017"	"Asian"	"A"	"Underweight <18.5"	"1"	"No"	"2"	"No"	"2"	14	31.07	3097.00	10.29
	"Middlesex County, MA"	"25017"	"Asian"	"A"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	108	33.00	3308.61	10.89
	"Middlesex County, MA"	"25017"	"Asian"	"A"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	38	32.42	3175.11	11.73
	"Middlesex County, MA"	"25017"	"Black or African American"	"2054-5"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	21	31.14	2751.33	8.19
	"Middlesex County, MA"	"25017"	"Black or African American"	"2054-5"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	16	29.94	3516.88	10.81
	"Middlesex County, MA"	"25017"	"White"	"2106-3"	"Underweight <18.5"	"1"	"No"	"2"	"No"	"2"	18	32.61	3468.50	11.94
	"Middlesex County, MA"	"25017"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	176	33.18	3377.97	10.67
	"Middlesex County, MA"	"25017"	"White"	"2106-3"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	103	32.23	3288.61	11.36
	"Middlesex County, MA"	"25017"	"White"	"2106-3"	"Obesity I 30.0-34.9"	"4"	"No"	"2"	"No"	"2"	39	32.33	3271.59	10.97
	"Middlesex County, MA"	"25017"	"White"	"2106-3"	"Obesity II 35.0-39.9"	"5"	"No"	"2"	"No"	"2"	16	33.12	3383.25	12.47
	"Middlesex County, MA"	"25017"	"More than one race"	"M"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	14	28.64	3181.43	11.36
	"Norfolk County, MA"	"25021"	"Asian"	"A"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	44	32.05	3258.68	11.26
	"Norfolk County, MA"	"25021"	"Asian"	"A"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	12	32.42	3328.25	10.64
	"Norfolk County, MA"	"25021"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	100	32.60	3488.21	11.39
	"Norfolk County, MA"	"25021"	"White"	"2106-3"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	36	32.64	3388.14	11.19
	"Norfolk County, MA"	"25021"	"White"	"2106-3"	"Obesity I 30.0-34.9"	"4"	"No"	"2"	"No"	"2"	20	33.25	3597.45	12.70
	"Plymouth County, MA"	"25023"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	62	32.15	3452.47	12.34
	"Plymouth County, MA"	"25023"	"White"	"2106-3"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	25	31.04	3435.72	12.52
	"Suffolk County, MA"	"25025"	"Asian"	"A"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	38	31.95	3334.82	12.13
	"Suffolk County, MA"	"25025"	"Black or African American"	"2054-5"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	35	28.03	3066.85	9.60
	"Suffolk County, MA"	"25025"	"Black or African American"	"2054-5"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	21	30.81	3110.24	10.52
	"Suffolk County, MA"	"25025"	"Black or African American"	"2054-5"	"Obesity I 30.0-34.9"	"4"	"No"	"2"	"No"	"2"	11	29.09	3035.91	10.45
	"Suffolk County, MA"	"25025"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	140	31.65	3433.41	10.06
	"Suffolk County, MA"	"25025"	"White"	"2106-3"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	64	32.00	3536.17	9.64
	"Suffolk County, MA"	"25025"	"White"	"2106-3"	"Obesity I 30.0-34.9"	"4"	"No"	"2"	"No"	"2"	14	29.79	3043.43	10.07
	"Worcester County, MA"	"25027"	"Asian"	"A"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	45	31.87	3298.93	10.98
	"Worcester County, MA"	"25027"	"Asian"	"A"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	18	31.11	3413.61	12.11
	"Worcester County, MA"	"25027"	"Black or African American"	"2054-5"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	21	30.14	2946.76	9.57
	"Worcester County, MA"	"25027"	"Black or African American"	"2054-5"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	22	32.23	3015.23	10.27
	"Worcester County, MA"	"25027"	"Black or African American"	"2054-5"	"Obesity I 30.0-34.9"	"4"	"No"	"2"	"No"	"2"	10	29.20	3208.40	10.70
	"Worcester County, MA"	"25027"	"White"	"2106-3"	"Underweight <18.5"	"1"	"No"	"2"	"No"	"2"	17	27.59	3159.88	10.41
	"Worcester County, MA"	"25027"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	165	30.30	3294.30	11.10
	"Worcester County, MA"	"25027"	"White"	"2106-3"	"Overweight 25.0-29.9"	"3"	"No"	"2"	"No"	"2"	95	30.15	3433.15	11.21
	"Worcester County, MA"	"25027"	"White"	"2106-3"	"Obesity I 30.0-34.9"	"4"	"No"	"2"	"No"	"2"	44	31.02	3266.14	11.05
	"Worcester County, MA"	"25027"	"White"	"2106-3"	"Obesity II 35.0-39.9"	"5"	"No"	"2"	"No"	"2"	18	31.22	3347.00	10.78
	"Worcester County, MA"	"25027"	"White"	"2106-3"	"Extreme Obesity III > 39.9"	"6"	"No"	"2"	"No"	"2"	16	32.56	3228.44	12.25
	"Worcester County, MA"	"25027"	"White"	"2106-3"	"Unknown or Not Stated"	"9"	"No"	"2"	"No"	"2"	11	28.27	3153.73	6.09
	"Unidentified Counties, MA"	"25999"	"White"	"2106-3"	"Normal 18.5-24.9"	"2"	"No"	"2"	"No"	"2"	11	33.27	3227.36	9.45
"---"
"Dataset: Natality, 2016-2023 expanded"
"Query Parameters:"
"Title: 01 - Preconditions & Race Impact - 1-25 S/County (20/21) (MM-Yes)"
"Maternal Morbidity Checked: At least one checked"
"States: Alabama (01); Alaska (02); Arizona (04); Arkansas (05); California (06); Colorado (08); Connecticut (09); Delaware (10);"
"District of Columbia (11); Florida (12); Georgia (13); Hawaii (15); Idaho (16); Illinois (17); Indiana (18); Iowa (19); Kansas"
"(20); Kentucky (21); Louisiana (22); Maine (23); Maryland (24); Massachusetts (25)"
"Year: 2020; 2021"
"Group By: County of Residence; Mother's Single Race 6; Mother's Pre-pregnancy BMI; Pre-pregnancy Diabetes; Pre-pregnancy"
"Hypertension"
"Show Totals: Disabled"
"Show Zero Values: Disabled"
"Show Suppressed: False"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/Natality-expanded.html for more information."
"---"
"Query Date: Nov 5, 2024 12:15:16 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2023, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Nov 5, 2024 12:15:16 AM"
"---"
Messages:
"1. The full results are too long to be displayed. Due to suppression constraints rows that are zero, suppressed or a total will"
"not be available."
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
"3. Caution should be used when interpreting the Average Age of Mother measure. All ages 12 years and less are coded to 12 years."
"All ages 50 years and over are coded to 50 years. The number of counts in those two age goups are small and should not have a"
"great effect on the average age. Consider doing queries with and without these two age groups and compare the effect on Average"
"Age of Mother measure."
"4. Records where the ""Birth Weight"" is ""Unknown or Not Stated"" are not included in the calculation of the ""Average Birth"
"Weight"" measure."
"5. Records where the ""Number of Prenatal Visits"" is ""Unknown or Not Stated"" are not included in the calculation of the"
"""Average Number of Prenatal Visits"" measure."
"6. The independent city of Baltimore, Maryland (FIPS code 24510) is reported separately from Baltimore County (FIPS code 24005)."
